País de nacimiento;Nacionalidad;Edad;Sexo;Periodo;Total
Total;Apátridas;De 0 a 15 años;Hombre;2021;9
Total;Apátridas;De 0 a 15 años;Mujer;2022;18
Total;Apátridas;De 0 a 15 años;Mujer;2021;10
Total;Apátridas;De 16 a 24 años;Ambos Sexos;2022;32
Total;Apátridas;De 16 a 24 años;Ambos Sexos;2021;44
Total;Apátridas;De 16 a 24 años;Hombre;2022;19
Total;Apátridas;De 16 a 24 años;Hombre;2021;26
Total;Apátridas;De 16 a 24 años;Mujer;2022;13
Total;Apátridas;De 16 a 24 años;Mujer;2021;18
Total;Apátridas;De 25 a 34 años;Ambos Sexos;2022;151
Total;Apátridas;De 25 a 34 años;Ambos Sexos;2021;166
Total;Apátridas;De 25 a 34 años;Hombre;2022;114
Total;Apátridas;De 25 a 34 años;Hombre;2021;123
Total;Apátridas;De 25 a 34 años;Mujer;2022;37
Total;Apátridas;De 25 a 34 años;Mujer;2021;43
Total;Apátridas;De 35 a 44 años;Ambos Sexos;2022;106
Total;Apátridas;De 35 a 44 años;Ambos Sexos;2021;89
Total;Apátridas;De 35 a 44 años;Hombre;2022;83
Total;Apátridas;De 35 a 44 años;Hombre;2021;71
Total;Apátridas;De 35 a 44 años;Mujer;2022;23
Total;Apátridas;De 35 a 44 años;Mujer;2021;18
Total;Apátridas;De 45 a 54 años;Ambos Sexos;2022;43
Total;Apátridas;De 45 a 54 años;Ambos Sexos;2021;60
Total;Apátridas;De 45 a 54 años;Hombre;2022;30
Total;Apátridas;De 45 a 54 años;Hombre;2021;43
Total;Apátridas;De 45 a 54 años;Mujer;2022;13
Total;Apátridas;De 45 a 54 años;Mujer;2021;17
Total;Apátridas;De 55 a 64 años;Ambos Sexos;2022;21
Total;Apátridas;De 55 a 64 años;Ambos Sexos;2021;18
Total;Apátridas;De 55 a 64 años;Hombre;2022;13
Total;Apátridas;De 55 a 64 años;Hombre;2021;13
Total;Apátridas;De 55 a 64 años;Mujer;2022;8
Total;Apátridas;De 55 a 64 años;Mujer;2021;5
Total;Apátridas;De 65 y más años;Ambos Sexos;2022;15
Total;Apátridas;De 65 y más años;Ambos Sexos;2021;11
Total;Apátridas;De 65 y más años;Hombre;2022;5
Total;Apátridas;De 65 y más años;Hombre;2021;4
Total;Apátridas;De 65 y más años;Mujer;2022;10
Total;Apátridas;De 65 y más años;Mujer;2021;7
España;Total;Total;Ambos Sexos;2022;81.609
España;Total;Total;Ambos Sexos;2021;84.920
España;Total;Total;Hombre;2022;45.027
España;Total;Total;Hombre;2021;47.278
España;Total;Total;Mujer;2022;36.582
España;Total;Total;Mujer;2021;37.642
España;Total;De 0 a 15 años;Ambos Sexos;2022;23.501
España;Total;De 0 a 15 años;Ambos Sexos;2021;22.923
España;Total;De 0 a 15 años;Hombre;2022;12.114
España;Total;De 0 a 15 años;Hombre;2021;11.708
España;Total;De 0 a 15 años;Mujer;2022;11.387
España;Total;De 0 a 15 años;Mujer;2021;11.215
España;Total;De 16 a 24 años;Ambos Sexos;2022;8.522
España;Total;De 16 a 24 años;Ambos Sexos;2021;8.302
España;Total;De 16 a 24 años;Hombre;2022;4.446
España;Total;De 16 a 24 años;Hombre;2021;4.221
España;Total;De 16 a 24 años;Mujer;2022;4.076
España;Total;De 16 a 24 años;Mujer;2021;4.081
España;Total;De 25 a 34 años;Ambos Sexos;2022;11.058
España;Total;De 25 a 34 años;Ambos Sexos;2021;12.062
España;Total;De 25 a 34 años;Hombre;2022;5.833
España;Total;De 25 a 34 años;Hombre;2021;6.449
España;Total;De 25 a 34 años;Mujer;2022;5.225
España;Total;De 25 a 34 años;Mujer;2021;5.613
España;Total;De 35 a 44 años;Ambos Sexos;2022;13.202
España;Total;De 35 a 44 años;Ambos Sexos;2021;14.584
España;Total;De 35 a 44 años;Hombre;2022;7.650
España;Total;De 35 a 44 años;Hombre;2021;8.641
España;Total;De 35 a 44 años;Mujer;2022;5.552
España;Total;De 35 a 44 años;Mujer;2021;5.943
España;Total;De 45 a 54 años;Ambos Sexos;2022;10.564
España;Total;De 45 a 54 años;Ambos Sexos;2021;11.712
España;Total;De 45 a 54 años;Hombre;2022;6.541
España;Total;De 45 a 54 años;Hombre;2021;7.382
España;Total;De 45 a 54 años;Mujer;2022;4.023
España;Total;De 45 a 54 años;Mujer;2021;4.330
España;Total;De 55 a 64 años;Ambos Sexos;2022;7.140
España;Total;De 55 a 64 años;Ambos Sexos;2021;7.517
España;Total;De 55 a 64 años;Hombre;2022;4.406
España;Total;De 55 a 64 años;Hombre;2021;4.775
España;Total;De 55 a 64 años;Mujer;2022;2.734
España;Total;De 55 a 64 años;Mujer;2021;2.742
España;Total;De 65 y más años;Ambos Sexos;2022;7.622
España;Total;De 65 y más años;Ambos Sexos;2021;7.820
España;Total;De 65 y más años;Hombre;2022;4.037
España;Total;De 65 y más años;Hombre;2021;4.102
España;Total;De 65 y más años;Mujer;2022;3.585
España;Total;De 65 y más años;Mujer;2021;3.718
España;Española;Total;Ambos Sexos;2022;70.852
España;Española;Total;Ambos Sexos;2021;74.316
España;Española;Total;Hombre;2022;39.435
España;Española;Total;Hombre;2021;41.818
España;Española;Total;Mujer;2022;31.417
España;Española;Total;Mujer;2021;32.498
España;Española;De 0 a 15 años;Ambos Sexos;2022;16.133
España;Española;De 0 a 15 años;Ambos Sexos;2021;15.708
España;Española;De 0 a 15 años;Hombre;2022;8.338
España;Española;De 0 a 15 años;Hombre;2021;8.038
España;Española;De 0 a 15 años;Mujer;2022;7.795
España;Española;De 0 a 15 años;Mujer;2021;7.670
España;Española;De 16 a 24 años;Ambos Sexos;2022;6.699
España;Española;De 16 a 24 años;Ambos Sexos;2021;6.454
España;Española;De 16 a 24 años;Hombre;2022;3.444
España;Española;De 16 a 24 años;Hombre;2021;3.252
España;Española;De 16 a 24 años;Mujer;2022;3.255
España;Española;De 16 a 24 años;Mujer;2021;3.202
España;Española;De 25 a 34 años;Ambos Sexos;2022;10.563
España;Española;De 25 a 34 años;Ambos Sexos;2021;11.604
España;Española;De 25 a 34 años;Hombre;2022;5.542
España;Española;De 25 a 34 años;Hombre;2021;6.182
España;Española;De 25 a 34 años;Mujer;2022;5.021
España;Española;De 25 a 34 años;Mujer;2021;5.422
España;Española;De 35 a 44 años;Ambos Sexos;2022;12.907
España;Española;De 35 a 44 años;Ambos Sexos;2021;14.310
España;Española;De 35 a 44 años;Hombre;2022;7.493
España;Española;De 35 a 44 años;Hombre;2021;8.468
España;Española;De 35 a 44 años;Mujer;2022;5.414
España;Española;De 35 a 44 años;Mujer;2021;5.842
España;Española;De 45 a 54 años;Ambos Sexos;2022;10.279
España;Española;De 45 a 54 años;Ambos Sexos;2021;11.458
España;Española;De 45 a 54 años;Hombre;2022;6.381
España;Española;De 45 a 54 años;Hombre;2021;7.229
España;Española;De 45 a 54 años;Mujer;2022;3.898
España;Española;De 45 a 54 años;Mujer;2021;4.229
España;Española;De 55 a 64 años;Ambos Sexos;2022;6.935
España;Española;De 55 a 64 años;Ambos Sexos;2021;7.310
España;Española;De 55 a 64 años;Hombre;2022;4.302
España;Española;De 55 a 64 años;Hombre;2021;4.674
España;Española;De 55 a 64 años;Mujer;2022;2.633
España;Española;De 55 a 64 años;Mujer;2021;2.636
España;Española;De 65 y más años;Ambos Sexos;2022;7.336
España;Española;De 65 y más años;Ambos Sexos;2021;7.472
España;Española;De 65 y más años;Hombre;2022;3.935
España;Española;De 65 y más años;Hombre;2021;3.975
España;Española;De 65 y más años;Mujer;2022;3.401
España;Española;De 65 y más años;Mujer;2021;3.497
España;UE27_2020 sin España;Total;Ambos Sexos;2022;4.200
España;UE27_2020 sin España;Total;Ambos Sexos;2021;4.261
España;UE27_2020 sin España;Total;Hombre;2022;2.175
España;UE27_2020 sin España;Total;Hombre;2021;2.185
España;UE27_2020 sin España;Total;Mujer;2022;2.025
España;UE27_2020 sin España;Total;Mujer;2021;2.076
España;UE27_2020 sin España;De 0 a 15 años;Ambos Sexos;2022;2.790
España;UE27_2020 sin España;De 0 a 15 años;Ambos Sexos;2021;2.767
España;UE27_2020 sin España;De 0 a 15 años;Hombre;2022;1.449
España;UE27_2020 sin España;De 0 a 15 años;Hombre;2021;1.426
España;UE27_2020 sin España;De 0 a 15 años;Mujer;2022;1.341
España;UE27_2020 sin España;De 0 a 15 años;Mujer;2021;1.341
España;UE27_2020 sin España;De 16 a 24 años;Ambos Sexos;2022;697
España;UE27_2020 sin España;De 16 a 24 años;Ambos Sexos;2021;717
España;UE27_2020 sin España;De 16 a 24 años;Hombre;2022;369
España;UE27_2020 sin España;De 16 a 24 años;Hombre;2021;380
España;UE27_2020 sin España;De 16 a 24 años;Mujer;2022;328
España;UE27_2020 sin España;De 16 a 24 años;Mujer;2021;337
España;UE27_2020 sin España;De 25 a 34 años;Ambos Sexos;2022;183
España;UE27_2020 sin España;De 25 a 34 años;Ambos Sexos;2021;167
España;UE27_2020 sin España;De 25 a 34 años;Hombre;2022;100
España;UE27_2020 sin España;De 25 a 34 años;Hombre;2021;93
España;UE27_2020 sin España;De 25 a 34 años;Mujer;2022;83
España;UE27_2020 sin España;De 25 a 34 años;Mujer;2021;74
España;UE27_2020 sin España;De 35 a 44 años;Ambos Sexos;2022;132
España;UE27_2020 sin España;De 35 a 44 años;Ambos Sexos;2021;119
España;UE27_2020 sin España;De 35 a 44 años;Hombre;2022;76
España;UE27_2020 sin España;De 35 a 44 años;Hombre;2021;70
España;UE27_2020 sin España;De 35 a 44 años;Mujer;2022;56
España;UE27_2020 sin España;De 35 a 44 años;Mujer;2021;49
España;UE27_2020 sin España;De 45 a 54 años;Ambos Sexos;2022;113
España;UE27_2020 sin España;De 45 a 54 años;Ambos Sexos;2021;115
España;UE27_2020 sin España;De 45 a 54 años;Hombre;2022;69
España;UE27_2020 sin España;De 45 a 54 años;Hombre;2021;71
España;UE27_2020 sin España;De 45 a 54 años;Mujer;2022;44
España;UE27_2020 sin España;De 45 a 54 años;Mujer;2021;44
España;UE27_2020 sin España;De 55 a 64 años;Ambos Sexos;2022;110
España;UE27_2020 sin España;De 55 a 64 años;Ambos Sexos;2021;119
España;UE27_2020 sin España;De 55 a 64 años;Hombre;2022;55
España;UE27_2020 sin España;De 55 a 64 años;Hombre;2021;58
España;UE27_2020 sin España;De 55 a 64 años;Mujer;2022;55
España;UE27_2020 sin España;De 55 a 64 años;Mujer;2021;61
España;UE27_2020 sin España;De 65 y más años;Ambos Sexos;2022;175
España;UE27_2020 sin España;De 65 y más años;Ambos Sexos;2021;257
España;UE27_2020 sin España;De 65 y más años;Hombre;2022;57
España;UE27_2020 sin España;De 65 y más años;Hombre;2021;87
España;UE27_2020 sin España;De 65 y más años;Mujer;2022;118
España;UE27_2020 sin España;De 65 y más años;Mujer;2021;170
España;Bélgica;Total;Ambos Sexos;2022;62
España;Bélgica;Total;Ambos Sexos;2021;93
España;Bélgica;Total;Hombre;2022;33
España;Bélgica;Total;Hombre;2021;50
España;Bélgica;Total;Mujer;2022;29
España;Bélgica;Total;Mujer;2021;43
España;Bélgica;De 0 a 15 años;Ambos Sexos;2022;24
España;Bélgica;De 0 a 15 años;Ambos Sexos;2021;30
España;Bélgica;De 0 a 15 años;Hombre;2022;15
España;Bélgica;De 0 a 15 años;Hombre;2021;17
España;Bélgica;De 0 a 15 años;Mujer;2022;9
España;Bélgica;De 0 a 15 años;Mujer;2021;13
España;Bélgica;De 16 a 24 años;Ambos Sexos;2022;13
España;Bélgica;De 16 a 24 años;Ambos Sexos;2021;11
España;Bélgica;De 16 a 24 años;Hombre;2022;9
España;Bélgica;De 16 a 24 años;Hombre;2021;7
España;Bélgica;De 16 a 24 años;Mujer;2022;4
España;Bélgica;De 16 a 24 años;Mujer;2021;4
España;Bélgica;De 25 a 34 años;Ambos Sexos;2022;7
España;Bélgica;De 25 a 34 años;Ambos Sexos;2021;7
España;Bélgica;De 25 a 34 años;Hombre;2022;3
España;Bélgica;De 25 a 34 años;Hombre;2021;3
España;Bélgica;De 25 a 34 años;Mujer;2022;4
España;Bélgica;De 25 a 34 años;Mujer;2021;4
España;Bélgica;De 35 a 44 años;Ambos Sexos;2022;2
España;Bélgica;De 35 a 44 años;Ambos Sexos;2021;8
España;Bélgica;De 35 a 44 años;Hombre;2022;1
España;Bélgica;De 35 a 44 años;Hombre;2021;6
España;Bélgica;De 35 a 44 años;Mujer;2022;1
España;Bélgica;De 35 a 44 años;Mujer;2021;2
España;Bélgica;De 45 a 54 años;Ambos Sexos;2022;0
España;Bélgica;De 45 a 54 años;Ambos Sexos;2021;4
España;Bélgica;De 45 a 54 años;Hombre;2022;0
España;Bélgica;De 45 a 54 años;Hombre;2021;3
España;Bélgica;De 45 a 54 años;Mujer;2022;0
España;Bélgica;De 45 a 54 años;Mujer;2021;1
España;Bélgica;De 55 a 64 años;Ambos Sexos;2022;9
España;Bélgica;De 55 a 64 años;Ambos Sexos;2021;14
España;Bélgica;De 55 a 64 años;Hombre;2022;4
España;Bélgica;De 55 a 64 años;Hombre;2021;6
España;Bélgica;De 55 a 64 años;Mujer;2022;5
España;Bélgica;De 55 a 64 años;Mujer;2021;8
España;Bélgica;De 65 y más años;Ambos Sexos;2022;7
España;Bélgica;De 65 y más años;Ambos Sexos;2021;19
España;Bélgica;De 65 y más años;Hombre;2022;1
España;Bélgica;De 65 y más años;Hombre;2021;8
España;Bélgica;De 65 y más años;Mujer;2022;6
España;Bélgica;De 65 y más años;Mujer;2021;11
España;Bulgaria;Total;Ambos Sexos;2022;329
España;Bulgaria;Total;Ambos Sexos;2021;276
España;Bulgaria;Total;Hombre;2022;184
España;Bulgaria;Total;Hombre;2021;138
España;Bulgaria;Total;Mujer;2022;145
España;Bulgaria;Total;Mujer;2021;138
España;Bulgaria;De 0 a 15 años;Ambos Sexos;2022;206
España;Bulgaria;De 0 a 15 años;Ambos Sexos;2021;217
España;Bulgaria;De 0 a 15 años;Hombre;2022;112
España;Bulgaria;De 0 a 15 años;Hombre;2021;107
España;Bulgaria;De 0 a 15 años;Mujer;2022;94
España;Bulgaria;De 0 a 15 años;Mujer;2021;110
España;Bulgaria;De 16 a 24 años;Ambos Sexos;2022;58
España;Bulgaria;De 16 a 24 años;Ambos Sexos;2021;51
España;Bulgaria;De 16 a 24 años;Hombre;2022;33
España;Bulgaria;De 16 a 24 años;Hombre;2021;27
España;Bulgaria;De 16 a 24 años;Mujer;2022;25
España;Bulgaria;De 16 a 24 años;Mujer;2021;24
España;Bulgaria;De 25 a 34 años;Ambos Sexos;2022;27
España;Bulgaria;De 25 a 34 años;Ambos Sexos;2021;1
España;Bulgaria;De 25 a 34 años;Hombre;2022;17
España;Bulgaria;De 25 a 34 años;Hombre;2021;0
España;Bulgaria;De 25 a 34 años;Mujer;2022;10
España;Bulgaria;De 25 a 34 años;Mujer;2021;1
España;Bulgaria;De 35 a 44 años;Ambos Sexos;2022;19
España;Bulgaria;De 35 a 44 años;Ambos Sexos;2021;1
España;Bulgaria;De 35 a 44 años;Hombre;2022;12
España;Bulgaria;De 35 a 44 años;Hombre;2021;0
España;Bulgaria;De 35 a 44 años;Mujer;2022;7
España;Bulgaria;De 35 a 44 años;Mujer;2021;1
España;Bulgaria;De 45 a 54 años;Ambos Sexos;2022;12
España;Bulgaria;De 45 a 54 años;Ambos Sexos;2021;2
España;Bulgaria;De 45 a 54 años;Hombre;2022;6
España;Bulgaria;De 45 a 54 años;Hombre;2021;2
España;Bulgaria;De 45 a 54 años;Mujer;2022;6
España;Bulgaria;De 45 a 54 años;Mujer;2021;0
España;Bulgaria;De 55 a 64 años;Ambos Sexos;2022;6
España;Bulgaria;De 55 a 64 años;Ambos Sexos;2021;2
España;Bulgaria;De 55 a 64 años;Hombre;2022;3
España;Bulgaria;De 55 a 64 años;Hombre;2021;0
España;Bulgaria;De 55 a 64 años;Mujer;2022;3
España;Bulgaria;De 55 a 64 años;Mujer;2021;2
España;Bulgaria;De 65 y más años;Ambos Sexos;2022;1
España;Bulgaria;De 65 y más años;Ambos Sexos;2021;2
España;Bulgaria;De 65 y más años;Hombre;2022;1
España;Bulgaria;De 65 y más años;Hombre;2021;2
España;Bulgaria;De 65 y más años;Mujer;2022;0
España;Bulgaria;De 65 y más años;Mujer;2021;0
España;Dinamarca;Total;Ambos Sexos;2022;16
España;Dinamarca;Total;Ambos Sexos;2021;28
España;Dinamarca;Total;Hombre;2022;8
España;Dinamarca;Total;Hombre;2021;15
España;Dinamarca;Total;Mujer;2022;8
España;Dinamarca;Total;Mujer;2021;13
España;Dinamarca;De 0 a 15 años;Ambos Sexos;2022;13
España;Dinamarca;De 0 a 15 años;Ambos Sexos;2021;12
España;Dinamarca;De 0 a 15 años;Hombre;2022;7
España;Dinamarca;De 0 a 15 años;Hombre;2021;8
España;Dinamarca;De 0 a 15 años;Mujer;2022;6
España;Dinamarca;De 0 a 15 años;Mujer;2021;4
España;Dinamarca;De 16 a 24 años;Ambos Sexos;2022;1
España;Dinamarca;De 16 a 24 años;Ambos Sexos;2021;8
España;Dinamarca;De 16 a 24 años;Hombre;2022;0
España;Dinamarca;De 16 a 24 años;Hombre;2021;3
España;Dinamarca;De 16 a 24 años;Mujer;2022;1
España;Dinamarca;De 16 a 24 años;Mujer;2021;5
España;Dinamarca;De 25 a 34 años;Ambos Sexos;2022;2
España;Dinamarca;De 25 a 34 años;Ambos Sexos;2021;2
España;Dinamarca;De 25 a 34 años;Hombre;2022;1
España;Dinamarca;De 25 a 34 años;Hombre;2021;2
España;Dinamarca;De 25 a 34 años;Mujer;2022;1
España;Dinamarca;De 25 a 34 años;Mujer;2021;0
España;Dinamarca;De 35 a 44 años;Ambos Sexos;2022;0
España;Dinamarca;De 35 a 44 años;Ambos Sexos;2021;2
España;Dinamarca;De 35 a 44 años;Hombre;2022;0
España;Dinamarca;De 35 a 44 años;Hombre;2021;1
España;Dinamarca;De 35 a 44 años;Mujer;2022;0
España;Dinamarca;De 35 a 44 años;Mujer;2021;1
España;Dinamarca;De 45 a 54 años;Ambos Sexos;2022;0
España;Dinamarca;De 45 a 54 años;Ambos Sexos;2021;1
España;Dinamarca;De 45 a 54 años;Hombre;2022;0
España;Dinamarca;De 45 a 54 años;Hombre;2021;0
España;Dinamarca;De 45 a 54 años;Mujer;2022;0
España;Dinamarca;De 45 a 54 años;Mujer;2021;1
España;Dinamarca;De 55 a 64 años;Ambos Sexos;2022;0
España;Dinamarca;De 55 a 64 años;Ambos Sexos;2021;1
España;Dinamarca;De 55 a 64 años;Hombre;2022;0
España;Dinamarca;De 55 a 64 años;Hombre;2021;1
España;Dinamarca;De 55 a 64 años;Mujer;2022;0
España;Dinamarca;De 55 a 64 años;Mujer;2021;0
España;Dinamarca;De 65 y más años;Ambos Sexos;2022;0
España;Dinamarca;De 65 y más años;Ambos Sexos;2021;2
España;Dinamarca;De 65 y más años;Hombre;2022;0
España;Dinamarca;De 65 y más años;Hombre;2021;0
España;Dinamarca;De 65 y más años;Mujer;2022;0
España;Dinamarca;De 65 y más años;Mujer;2021;2
España;Finlandia;Total;Ambos Sexos;2022;12
España;Finlandia;Total;Ambos Sexos;2021;10
España;Finlandia;Total;Hombre;2022;6
España;Finlandia;Total;Hombre;2021;6
España;Finlandia;Total;Mujer;2022;6
España;Finlandia;Total;Mujer;2021;4
España;Finlandia;De 0 a 15 años;Ambos Sexos;2022;8
España;Finlandia;De 0 a 15 años;Ambos Sexos;2021;5
España;Finlandia;De 0 a 15 años;Hombre;2022;4
España;Finlandia;De 0 a 15 años;Hombre;2021;3
España;Finlandia;De 0 a 15 años;Mujer;2022;4
España;Finlandia;De 0 a 15 años;Mujer;2021;2
España;Finlandia;De 16 a 24 años;Ambos Sexos;2022;3
España;Finlandia;De 16 a 24 años;Ambos Sexos;2021;1
España;Finlandia;De 16 a 24 años;Hombre;2022;2
España;Finlandia;De 16 a 24 años;Hombre;2021;1
España;Finlandia;De 16 a 24 años;Mujer;2022;1
España;Finlandia;De 16 a 24 años;Mujer;2021;0
España;Finlandia;De 25 a 34 años;Ambos Sexos;2022;0
España;Finlandia;De 25 a 34 años;Ambos Sexos;2021;1
España;Finlandia;De 25 a 34 años;Hombre;2022;0
España;Finlandia;De 25 a 34 años;Hombre;2021;0
España;Finlandia;De 25 a 34 años;Mujer;2022;0
España;Finlandia;De 25 a 34 años;Mujer;2021;1
España;Finlandia;De 35 a 44 años;Ambos Sexos;2022;0
España;Finlandia;De 35 a 44 años;Ambos Sexos;2021;1
España;Finlandia;De 35 a 44 años;Hombre;2022;0
España;Finlandia;De 35 a 44 años;Hombre;2021;1
España;Finlandia;De 35 a 44 años;Mujer;2022;0
España;Finlandia;De 35 a 44 años;Mujer;2021;0
España;Finlandia;De 45 a 54 años;Ambos Sexos;2022;1
España;Finlandia;De 45 a 54 años;Ambos Sexos;2021;1
España;Finlandia;De 45 a 54 años;Hombre;2022;0
España;Finlandia;De 45 a 54 años;Hombre;2021;0
España;Finlandia;De 45 a 54 años;Mujer;2022;1
España;Finlandia;De 45 a 54 años;Mujer;2021;1
España;Finlandia;De 55 a 64 años;Ambos Sexos;2022;0
España;Finlandia;De 55 a 64 años;Ambos Sexos;2021;0
España;Finlandia;De 55 a 64 años;Hombre;2022;0
España;Finlandia;De 55 a 64 años;Hombre;2021;0
España;Finlandia;De 55 a 64 años;Mujer;2022;0
España;Finlandia;De 55 a 64 años;Mujer;2021;0
España;Finlandia;De 65 y más años;Ambos Sexos;2022;0
España;Finlandia;De 65 y más años;Ambos Sexos;2021;1
España;Finlandia;De 65 y más años;Hombre;2022;0
España;Finlandia;De 65 y más años;Hombre;2021;1
España;Finlandia;De 65 y más años;Mujer;2022;0
España;Finlandia;De 65 y más años;Mujer;2021;0
España;Francia;Total;Ambos Sexos;2022;377
España;Francia;Total;Ambos Sexos;2021;511
España;Francia;Total;Hombre;2022;182
España;Francia;Total;Hombre;2021;255
España;Francia;Total;Mujer;2022;195
España;Francia;Total;Mujer;2021;256
España;Francia;De 0 a 15 años;Ambos Sexos;2022;136
España;Francia;De 0 a 15 años;Ambos Sexos;2021;173
España;Francia;De 0 a 15 años;Hombre;2022;72
España;Francia;De 0 a 15 años;Hombre;2021;92
España;Francia;De 0 a 15 años;Mujer;2022;64
España;Francia;De 0 a 15 años;Mujer;2021;81
España;Francia;De 16 a 24 años;Ambos Sexos;2022;53
España;Francia;De 16 a 24 años;Ambos Sexos;2021;77
España;Francia;De 16 a 24 años;Hombre;2022;26
España;Francia;De 16 a 24 años;Hombre;2021;51
España;Francia;De 16 a 24 años;Mujer;2022;27
España;Francia;De 16 a 24 años;Mujer;2021;26
España;Francia;De 25 a 34 años;Ambos Sexos;2022;21
España;Francia;De 25 a 34 años;Ambos Sexos;2021;26
España;Francia;De 25 a 34 años;Hombre;2022;8
España;Francia;De 25 a 34 años;Hombre;2021;12
España;Francia;De 25 a 34 años;Mujer;2022;13
España;Francia;De 25 a 34 años;Mujer;2021;14
España;Francia;De 35 a 44 años;Ambos Sexos;2022;9
España;Francia;De 35 a 44 años;Ambos Sexos;2021;24
España;Francia;De 35 a 44 años;Hombre;2022;5
España;Francia;De 35 a 44 años;Hombre;2021;13
España;Francia;De 35 a 44 años;Mujer;2022;4
España;Francia;De 35 a 44 años;Mujer;2021;11
España;Francia;De 45 a 54 años;Ambos Sexos;2022;18
España;Francia;De 45 a 54 años;Ambos Sexos;2021;19
España;Francia;De 45 a 54 años;Hombre;2022;13
España;Francia;De 45 a 54 años;Hombre;2021;12
España;Francia;De 45 a 54 años;Mujer;2022;5
España;Francia;De 45 a 54 años;Mujer;2021;7
España;Francia;De 55 a 64 años;Ambos Sexos;2022;45
España;Francia;De 55 a 64 años;Ambos Sexos;2021;58
España;Francia;De 55 a 64 años;Hombre;2022;23
España;Francia;De 55 a 64 años;Hombre;2021;26
